,DATA,UNIDADE_ID,TIPO_UNIDADE,METRAGEM,VALOR_COTA,PAGOU,DIAS_ATRASO,VALOR_PAGO,DESPESA_TOTAL,OBRA_EXTRAORDINARIA,PAGOU_NUM,MEDIA_PAGAMENTO_UNIDADE,NOME,IDADE,RESIDENTES,RENDA_APROXIMADA
35,2020-01-01,Apt036,apartamento,39,535.14,True,0,535.14,33048.31668725768,0.0,1,0.9833333333333332,Thales Sales,51,1,8419.12
36,2020-01-01,Apt037,apartamento,39,581.49,True,0,581.49,33048.31668725768,0.0,1,1.0,Sr. Marcelo Costela,72,2,32790.74
37,2020-01-01,Apt038,apartamento,39,559.77,True,0,559.77,33048.31668725768,0.0,1,0.9666666666666668,Calebe Cunha,75,1,17332.25
38,2020-01-01,Apt039,apartamento,39,536.51,True,0,536.51,33048.31668725768,0.0,1,0.95,José Mendes,24,2,17019.83
39,2020-01-01,Apt040,apartamento,39,496.34,False,45,372.1,33048.31668725768,0.0,0,0.8666666666666667,Luísa Cunha,28,2,4476.16
40,2020-01-01,Apt041,apartamento,39,547.86,False,29,289.09,33048.31668725768,0.0,0,0.9333333333333332,Isabelly Vieira,22,2,11355.25
41,2020-01-01,Apt042,apartamento,39,494.85,True,0,494.85,33048.31668725768,0.0,1,1.0,Marcela Castro,39,2,3125.25
42,2020-01-01,Apt043,apartamento,32,468.03,True,0,468.03,33048.31668725768,0.0,1,0.9333333333333332,Beatriz Sampaio,59,2,9291.25
43,2020-01-01,Apt044,apartamento,44,593.12,True,0,593.12,33048.31668725768,0.0,1,0.9833333333333332,Isabel Barbosa,69,1,13438.27
44,2020-01-01,Apt045,apartamento,39,500.0,True,0,500.0,33048.31668725768,0.0,1,0.95,Noah Souza,26,2,5947.52
45,2020-01-01,Apt046,apartamento,39,585.79,True,0,585.79,33048.31668725768,0.0,1,0.9833333333333332,Bruna da Cruz,20,2,8477.82
46,2020-01-01,Apt047,apartamento,39,562.41,True,0,562.41,33048.31668725768,0.0,1,1.0,Sra. Heloísa Rodrigues,51,1,14273.61
47,2020-01-01,Apt048,apartamento,39,500.05,True,0,500.05,33048.31668725768,0.0,1,1.0,Gael da Costa,39,2,2831.8
48,2020-01-01,Apt049,apartamento,39,540.38,True,0,540.38,33048.31668725768,0.0,1,0.9666666666666668,Mariane Sales,71,1,10533.88
49,2020-01-01,Apt050,apartamento,39,541.41,False,44,500.09,33048.31668725768,0.0,0,0.1833333333333333,Beatriz Duarte,67,2,11312.12
50,2020-01-01,Apt051,apartamento,55,582.13,True,0,582.13,33048.31668725768,0.0,1,0.9333333333333332,Dom Aparecida,37,2,1500.0
51,2020-01-01,Apt052,apartamento,39,565.59,True,0,565.59,33048.31668725768,0.0,1,0.9333333333333332,Antony das Neves,55,1,3196.34
52,2020-01-01,Apt053,apartamento,44,564.95,True,0,564.95,33048.31668725768,0.0,1,1.0,Davi Lucas Farias,67,2,12123.83
53,2020-01-01,Apt054,apartamento,44,570.39,True,0,570.39,33048.31668725768,0.0,1,0.9833333333333332,Dr. Dom Pereira,67,2,13658.27
54,2020-01-01,Apt055,apartamento,39,513.42,True,0,513.42,33048.31668725768,0.0,1,0.9666666666666668,Maria Laura Cardoso,41,2,6512.87
55,2020-01-01,Apt056,apartamento,44,596.18,False,27,480.23,33048.31668725768,0.0,0,0.2833333333333333,Otávio Macedo,46,2,6407.61
56,2020-01-01,Apt057,apartamento,39,516.23,True,0,516.23,33048.31668725768,0.0,1,0.9666666666666668,Sr. Luan Castro,66,2,6215.28
57,2020-01-01,Apt058,apartamento,39,582.71,True,0,582.71,33048.31668725768,0.0,1,0.9833333333333332,Dr. Ravi Mendes,68,2,1892.29
58,2020-01-01,Apt059,apartamento,32,535.94,True,0,535.94,33048.31668725768,0.0,1,0.9,Isadora Pacheco,48,2,5855.33
59,2020-01-01,Apt060,apartamento,39,583.03,True,0,583.03,33048.31668725768,0.0,1,0.95,Vinícius Carvalho,54,2,10702.91
60,2020-01-01,Apt061,apartamento,39,517.73,True,0,517.73,33048.31668725768,0.0,1,0.9833333333333332,Ana Laura Souza,40,2,2986.68
61,2020-01-01,Apt062,apartamento,39,527.36,True,0,527.36,33048.31668725768,0.0,1,0.9833333333333332,Anna Liz Castro,50,2,4165.11
62,2020-01-01,Apt063,apartamento,39,491.55,False,24,260.66,33048.31668725768,0.0,0,0.0333333333333333,Liz Melo,43,2,9493.33
63,2020-01-01,Apt064,apartamento,39,585.89,True,0,585.89,33048.31668725768,0.0,1,0.95,Eloá Sá,52,1,6235.51
64,2020-01-01,Apt065,apartamento,39,558.6,True,0,558.6,33048.31668725768,0.0,1,0.9666666666666668,Júlia Campos,48,2,8394.53
65,2020-01-01,Apt066,apartamento,39,529.6,True,0,529.6,33048.31668725768,0.0,1,0.9833333333333332,Sr. Bernardo Barros,77,1,7993.17
66,2020-01-01,Apt067,apartamento,39,528.39,True,0,528.39,33048.31668725768,0.0,1,0.9166666666666666,Hellena Barbosa,20,2,7080.44
67,2020-01-01,Apt068,apartamento,39,575.9,True,0,575.9,33048.31668725768,0.0,1,0.9833333333333332,Daniel Moura,47,2,7238.16
68,2020-01-01,Apt069,apartamento,39,514.01,True,0,514.01,33048.31668725768,0.0,1,0.95,Diego da Mata,41,1,1500.0
69,2020-01-01,Apt070,apartamento,55,513.09,True,0,513.09,33048.31668725768,0.0,1,0.9666666666666668,Dra. Sofia Pastor,41,1,8636.46
70,2020-01-01,Apt071,apartamento,39,516.54,True,0,516.54,33048.31668725768,0.0,1,0.95,José Miguel Cavalcante,73,1,20351.92
71,2020-01-01,Apt072,apartamento,39,584.21,True,0,584.21,33048.31668725768,0.0,1,0.9666666666666668,Pedro Camargo,24,1,6337.73
72,2020-01-01,Apt073,apartamento,32,518.35,True,0,518.35,33048.31668725768,0.0,1,0.9833333333333332,Diego Barros,71,2,19895.48
73,2020-01-01,Apt074,apartamento,39,536.34,True,0,536.34,33048.31668725768,0.0,1,0.95,Thomas Carvalho,79,2,12459.21
74,2020-01-01,Apt075,apartamento,39,543.37,True,0,543.37,33048.31668725768,0.0,1,0.9666666666666668,Otto da Cunha,38,2,3198.3
75,2020-01-01,Apt076,apartamento,39,481.65,True,0,481.65,33048.31668725768,0.0,1,0.9666666666666668,Dra. Evelyn Vieira,28,2,3677.02
76,2020-01-01,Apt077,apartamento,39,544.99,True,0,544.99,33048.31668725768,0.0,1,0.9666666666666668,Mirella da Rocha,20,1,25975.87
77,2020-01-01,Apt078,apartamento,39,549.35,True,0,549.35,33048.31668725768,0.0,1,0.95,Oliver Freitas,72,1,8797.51
78,2020-01-01,Apt079,apartamento,39,569.66,True,0,569.66,33048.31668725768,0.0,1,0.1666666666666666,Apollo Fernandes,24,2,4099.61
79,2020-01-01,Apt080,apartamento,39,569.36,True,0,569.36,33048.31668725768,0.0,1,0.9833333333333332,Alana Gonçalves,41,1,3609.52
80,2020-01-01,Apt081,apartamento,44,536.91,False,37,462.35,33048.31668725768,0.0,0,0.95,Dra. Rafaela Moraes,66,1,3924.32
81,2020-01-01,Apt082,apartamento,39,547.47,True,0,547.47,33048.31668725768,0.0,1,0.9833333333333332,Sara Pimenta,56,1,16009.43
82,2020-01-01,Apt083,apartamento,39,514.6,True,0,514.6,33048.31668725768,0.0,1,0.9,Dra. Laís Melo,55,2,79169.1
83,2020-01-01,Apt084,apartamento,39,557.23,True,0,557.23,33048.31668725768,0.0,1,0.95,Luísa Castro,35,2,7026.8
84,2020-01-01,Apt085,apartamento,39,576.31,True,0,576.31,33048.31668725768,0.0,1,0.95,Lavínia Fonseca,47,2,10080.03
85,2020-01-01,Apt086,apartamento,39,483.01,True,0,483.01,33048.31668725768,0.0,1,0.9333333333333332,Lunna Moura,52,1,14627.87
86,2020-01-01,Apt087,apartamento,39,553.37,True,0,553.37,33048.31668725768,0.0,1,0.9,João Guilherme Costela,31,1,2310.35
87,2020-01-01,Apt088,apartamento,39,518.82,True,0,518.82,33048.31668725768,0.0,1,1.0,Sr. Breno Marques,31,1,9290.63
88,2020-01-01,Apt089,apartamento,44,497.74,True,0,497.74,33048.31668725768,0.0,1,0.9666666666666668,Ana Luiza Oliveira,69,1,2518.77
89,2020-01-01,Apt090,apartamento,39,572.2,True,0,572.2,33048.31668725768,0.0,1,1.0,João Pedro Lima,53,1,20606.99
90,2020-01-01,Apt091,apartamento,39,594.75,True,0,594.75,33048.31668725768,0.0,1,0.95,Oliver Casa Grande,72,2,8587.86
91,2020-01-01,Apt092,apartamento,39,548.34,False,16,400.7,33048.31668725768,0.0,0,0.9666666666666668,Luiz Fernando Vieira,76,2,10216.93
92,2020-01-01,Apt093,apartamento,39,525.84,True,0,525.84,33048.31668725768,0.0,1,0.9166666666666666,Diogo da Mata,54,1,4561.78
93,2020-01-01,Apt094,apartamento,39,512.6,True,0,512.6,33048.31668725768,0.0,1,0.9666666666666668,Sra. Mariah Sousa,42,2,3810.14
94,2020-01-01,Apt095,apartamento,39,501.02,True,0,501.02,33048.31668725768,0.0,1,0.95,Levi Sá,74,1,3730.27
95,2020-01-01,Apt096,apartamento,39,515.32,True,0,515.32,33048.31668725768,0.0,1,0.9666666666666668,Yago Rodrigues,39,2,2038.44
96,2020-01-01,Apt097,apartamento,39,554.23,True,0,554.23,33048.31668725768,0.0,1,0.9666666666666668,Caio Almeida,38,1,8680.28
97,2020-01-01,Apt098,apartamento,39,570.29,False,43,529.71,33048.31668725768,0.0,0,0.1166666666666666,Fernanda Garcia,71,1,3281.24
98,2020-01-01,Apt099,apartamento,32,484.39,True,0,484.39,33048.31668725768,0.0,1,0.9,Sra. Maria Sophia Mendonça,24,1,2035.96
99,2020-01-01,Apt100,apartamento,39,534.62,True,0,534.62,33048.31668725768,0.0,1,0.95,Daniel Mendonça,35,1,8132.14
100,2020-01-01,Apt101,apartamento,32,537.98,False,47,270.82,33048.31668725768,0.0,0,0.1333333333333333,Mathias Andrade,77,1,19423.75
101,2020-01-01,Apt102,apartamento,39,491.08,True,0,491.08,33048.31668725768,0.0,1,0.95,Eduardo da Costa,28,2,8972.97
102,2020-01-01,Apt103,apartamento,39,557.14,False,4,484.09,33048.31668725768,0.0,0,0.0833333333333333,José Miguel Azevedo,57,1,2903.38
103,2020-01-01,Apt104,apartamento,39,591.7,True,0,591.7,33048.31668725768,0.0,1,0.9833333333333332,Clara Campos,21,1,2006.8
104,2020-01-01,Apt105,apartamento,44,609.7,True,0,609.7,33048.31668725768,0.0,1,0.8666666666666667,Vitor Hugo Porto,27,2,4906.27
105,2020-01-01,Apt106,apartamento,39,592.08,True,0,592.08,33048.31668725768,0.0,1,0.9666666666666668,Sr. Francisco da Mota,64,2,9199.17
106,2020-01-01,Apt107,apartamento,39,539.69,True,0,539.69,33048.31668725768,0.0,1,0.9666666666666668,Maria Flor da Mota,38,1,2653.22
107,2020-01-01,Apt108,apartamento,39,573.23,True,0,573.23,33048.31668725768,0.0,1,0.9333333333333332,Luan Novais,22,1,11774.71
108,2020-01-01,Apt109,apartamento,39,479.35,True,0,479.35,33048.31668725768,0.0,1,0.9666666666666668,Anna Liz Freitas,77,2,8301.67
109,2020-01-01,Apt110,apartamento,39,485.5,True,0,485.5,33048.31668725768,0.0,1,0.9833333333333332,Maria Liz Brito,32,2,3138.51
110,2020-01-01,Apt111,apartamento,39,553.32,True,0,553.32,33048.31668725768,0.0,1,0.9166666666666666,Davi Luiz Garcia,68,1,6718.05
111,2020-01-01,Apt112,apartamento,39,506.76,True,0,506.76,33048.31668725768,0.0,1,0.9166666666666666,Emanuelly Carvalho,54,1,6126.17
112,2020-01-01,Apt113,apartamento,44,505.84,True,0,505.84,33048.31668725768,0.0,1,0.95,Alexandre Dias,60,1,34764.49
113,2020-01-01,Apt114,apartamento,39,557.74,True,0,557.74,33048.31668725768,0.0,1,0.95,Thomas Viana,35,1,3196.59
114,2020-01-01,Apt115,apartamento,39,492.46,True,0,492.46,33048.31668725768,0.0,1,0.9666666666666668,Melina Brito,51,2,34268.71
115,2020-01-01,Apt116,apartamento,44,561.54,True,0,561.54,33048.31668725768,0.0,1,0.9833333333333332,Sr. Renan Casa Grande,47,2,3175.13
116,2020-01-01,Apt117,apartamento,39,516.62,True,0,516.62,33048.31668725768,0.0,1,0.9666666666666668,Theodoro Andrade,69,2,7855.3
117,2020-01-01,Apt118,apartamento,39,495.12,True,0,495.12,33048.31668725768,0.0,1,0.9666666666666668,Sra. Raquel Sá,39,1,26149.52
118,2020-01-01,Apt119,apartamento,44,493.5,True,0,493.5,33048.31668725768,0.0,1,0.9166666666666666,Nathan da Cruz,65,1,2251.66
119,2020-01-01,Apt120,apartamento,39,548.38,True,0,548.38,33048.31668725768,0.0,1,0.95,Dr. Antony Moreira,69,1,24460.62
120,2020-01-01,Apt121,apartamento,39,551.22,True,0,551.22,33048.31668725768,0.0,1,0.9166666666666666,Bruna Silveira,52,2,1653.8
121,2020-01-01,Apt122,apartamento,44,537.42,True,0,537.42,33048.31668725768,0.0,1,0.9333333333333332,Erick Gonçalves,46,1,17876.57
122,2020-01-01,Apt123,apartamento,39,530.29,True,0,530.29,33048.31668725768,0.0,1,0.9166666666666666,Isabelly Aragão,54,1,6337.18
123,2020-01-01,Apt124,apartamento,39,562.71,True,0,562.71,33048.31668725768,0.0,1,0.9666666666666668,Gabriel Monteiro,56,2,6140.52
124,2020-01-01,Apt125,apartamento,39,507.94,True,0,507.94,33048.31668725768,0.0,1,1.0,Sr. Emanuel Rodrigues,33,1,6582.6
125,2020-01-01,Apt126,apartamento,39,544.14,True,0,544.14,33048.31668725768,0.0,1,0.95,Isaac Almeida,68,2,9029.53
126,2020-01-01,Apt127,apartamento,39,503.5,True,0,503.5,33048.31668725768,0.0,1,1.0,Clarice Barbosa,27,1,21687.24
127,2020-01-01,Apt128,apartamento,44,533.66,True,0,533.66,33048.31668725768,0.0,1,0.9833333333333332,Bernardo Castro,31,1,6877.12
128,2020-01-01,Apt129,apartamento,32,491.94,True,0,491.94,33048.31668725768,0.0,1,0.95,Mariah Santos,49,1,10606.38
129,2020-01-01,Apt130,apartamento,39,567.89,False,13,412.38,33048.31668725768,0.0,0,0.8833333333333333,Maria Vargas,70,1,16357.88
130,2020-01-01,Apt131,apartamento,39,551.27,True,0,551.27,33048.31668725768,0.0,1,0.9333333333333332,Elisa Alves,57,2,2517.51
131,2020-01-01,Apt132,apartamento,39,518.05,True,0,518.05,33048.31668725768,0.0,1,0.9666666666666668,Josué Rezende,71,1,1500.0
132,2020-01-01,Apt133,apartamento,39,548.67,False,31,344.17,33048.31668725768,0.0,0,0.2,Allana Lopes,79,2,1500.0
133,2020-01-01,Apt134,apartamento,39,485.46,True,0,485.46,33048.31668725768,0.0,1,0.9833333333333332,Kaique Barbosa,53,2,5774.68
134,2020-01-01,Apt135,apartamento,44,573.07,True,0,573.07,33048.31668725768,0.0,1,0.95,Maria Júlia Mendonça,62,1,7785.96
135,2020-01-01,Apt136,apartamento,39,548.18,True,0,548.18,33048.31668725768,0.0,1,0.9166666666666666,Ana Julia Fernandes,75,1,2836.18
136,2020-01-01,Apt137,apartamento,39,485.18,True,0,485.18,33048.31668725768,0.0,1,0.95,Davi Luiz Farias,48,2,3796.19
137,2020-01-01,Apt138,apartamento,39,503.25,True,0,503.25,33048.31668725768,0.0,1,0.95,Maya Albuquerque,40,2,3227.33
138,2020-01-01,Apt139,apartamento,39,534.77,True,0,534.77,33048.31668725768,0.0,1,0.9833333333333332,Emanuelly da Mata,45,2,27676.13
139,2020-01-01,Apt140,apartamento,55,601.15,True,0,601.15,33048.31668725768,0.0,1,1.0,Oliver Machado,76,1,5998.62
140,2020-01-01,Apt141,apartamento,55,562.72,True,0,562.72,33048.31668725768,0.0,1,1.0,Ana Julia da Mota,49,2,5992.74
141,2020-01-01,Apt142,apartamento,39,549.65,True,0,549.65,33048.31668725768,0.0,1,0.95,Alexia Borges,68,1,4889.0
142,2020-01-01,Apt143,apartamento,39,543.06,True,0,543.06,33048.31668725768,0.0,1,0.9333333333333332,Ágatha das Neves,75,2,7350.97
143,2020-01-01,Apt144,apartamento,39,481.76,True,0,481.76,33048.31668725768,0.0,1,1.0,Sr. Ravy Jesus,45,2,21110.63
144,2020-01-01,Apt145,apartamento,39,568.51,True,0,568.51,33048.31668725768,0.0,1,0.9833333333333332,Alice Nunes,22,1,4584.23
145,2020-01-01,Apt146,apartamento,32,525.39,True,0,525.39,33048.31668725768,0.0,1,0.9666666666666668,Dr. José Pedro Cirino,44,1,11700.45
146,2020-01-01,Apt147,apartamento,39,556.51,True,0,556.51,33048.31668725768,0.0,1,0.9666666666666668,Maria Helena Vasconcelos,76,1,3532.42
147,2020-01-01,Apt148,apartamento,39,521.29,True,0,521.29,33048.31668725768,0.0,1,0.9666666666666668,Cauã Leão,39,1,4876.14
148,2020-01-01,Apt149,apartamento,39,496.04,True,0,496.04,33048.31668725768,0.0,1,0.95,Srta. Laura Vasconcelos,64,2,42569.24
149,2020-01-01,Apt150,apartamento,39,576.56,False,50,508.64,33048.31668725768,0.0,0,0.1666666666666666,João Gabriel Machado,68,2,8894.68
150,2020-01-01,Apt151,apartamento,44,557.09,True,0,557.09,33048.31668725768,0.0,1,0.95,Leonardo Pacheco,25,2,1500.0
151,2020-01-01,Apt152,apartamento,39,504.1,True,0,504.1,33048.31668725768,0.0,1,0.9666666666666668,Ana Beatriz Pacheco,56,1,12248.84
152,2020-01-01,Apt153,apartamento,39,559.63,True,0,559.63,33048.31668725768,0.0,1,0.9833333333333332,Zoe Pacheco,25,2,4415.56
153,2020-01-01,Apt154,apartamento,39,592.22,True,0,592.22,33048.31668725768,0.0,1,0.95,Henry Gabriel Oliveira,50,2,4098.51
154,2020-01-01,Apt155,apartamento,55,597.86,True,0,597.86,33048.31668725768,0.0,1,0.9666666666666668,Dr. Antônio Camargo,70,1,8925.77
155,2020-01-01,Apt156,apartamento,39,581.53,True,0,581.53,33048.31668725768,0.0,1,0.9833333333333332,Ravi Lucca Aparecida,25,2,5493.12
156,2020-01-01,Apt157,apartamento,39,500.87,True,0,500.87,33048.31668725768,0.0,1,0.95,Sr. Pedro Miguel Novaes,70,2,30278.94
157,2020-01-01,Apt158,apartamento,39,514.95,True,0,514.95,33048.31668725768,0.0,1,0.9666666666666668,Maria Laura Moura,63,1,21885.82
158,2020-01-01,Apt159,apartamento,39,573.82,True,0,573.82,33048.31668725768,0.0,1,0.9333333333333332,Luan Carvalho,38,2,4291.68
159,2020-01-01,Apt160,apartamento,39,585.36,True,0,585.36,33048.31668725768,0.0,1,0.9333333333333332,Léo Moreira,57,1,5097.69
160,2020-01-01,Apt161,apartamento,39,594.37,True,0,594.37,33048.31668725768,0.0,1,0.9666666666666668,Emanuel Pereira,32,1,3416.56
161,2020-01-01,Apt162,apartamento,39,513.66,True,0,513.66,33048.31668725768,0.0,1,1.0,Sr. Diogo Peixoto,29,2,1500.0
162,2020-01-01,Apt163,apartamento,39,563.77,True,0,563.77,33048.31668725768,0.0,1,0.9833333333333332,Giovanna Barros,39,1,43996.42
163,2020-01-01,Apt164,apartamento,39,486.65,True,0,486.65,33048.31668725768,0.0,1,0.9666666666666668,Ian Gonçalves,50,1,3954.05
164,2020-01-01,Apt165,apartamento,39,590.42,True,0,590.42,33048.31668725768,0.0,1,0.9666666666666668,Isabela Rios,69,2,10901.97
165,2020-01-01,Apt166,apartamento,39,504.3,True,0,504.3,33048.31668725768,0.0,1,0.9833333333333332,Sr. João Lucas Gonçalves,79,2,5618.14
166,2020-01-01,Apt167,apartamento,39,505.76,True,0,505.76,33048.31668725768,0.0,1,1.0,Gabriela da Rocha,56,2,4201.43
167,2020-01-01,Apt168,apartamento,39,584.66,True,0,584.66,33048.31668725768,0.0,1,0.95,Zoe Nunes,33,2,8575.24
168,2020-01-01,Apt169,apartamento,32,517.11,True,0,517.11,33048.31668725768,0.0,1,0.9333333333333332,Luara Aragão,61,1,26764.75
169,2020-01-01,Apt170,apartamento,39,510.34,True,0,510.34,33048.31668725768,0.0,1,0.95,Dra. Ana Luiza Cardoso,57,1,4455.43
170,2020-01-01,Apt171,apartamento,39,561.68,True,0,561.68,33048.31668725768,0.0,1,0.9666666666666668,Lorena Sá,44,1,12762.56
171,2020-01-01,Apt172,apartamento,32,507.44,True,0,507.44,33048.31668725768,0.0,1,0.9833333333333332,Luiza Azevedo,70,1,1500.0
172,2020-01-01,Apt173,apartamento,39,513.31,True,0,513.31,33048.31668725768,0.0,1,0.9666666666666668,Sr. Joaquim da Costa,26,1,8241.97
173,2020-01-01,Apt174,apartamento,39,499.92,True,0,499.92,33048.31668725768,0.0,1,0.9666666666666668,Isabella Andrade,71,2,4630.5
174,2020-01-01,Apt175,apartamento,39,482.2,True,0,482.2,33048.31668725768,0.0,1,1.0,Daniel da Cunha,57,1,11237.8
175,2020-01-01,Apt176,apartamento,39,554.31,True,0,554.31,33048.31668725768,0.0,1,0.9666666666666668,Ayla Andrade,41,2,3298.92
176,2020-01-01,Apt177,apartamento,39,486.61,True,0,486.61,33048.31668725768,0.0,1,0.9833333333333332,Maria Cecília Monteiro,52,2,5242.34
177,2020-01-01,Apt178,apartamento,39,544.64,True,0,544.64,33048.31668725768,0.0,1,0.9833333333333332,Cecília Siqueira,24,1,2938.96
178,2020-01-01,Apt179,apartamento,44,543.17,True,0,543.17,33048.31668725768,0.0,1,0.95,Melina Freitas,21,1,8180.56
179,2020-01-01,Apt180,apartamento,39,479.08,True,0,479.08,33048.31668725768,0.0,1,0.9666666666666668,Srta. Carolina Dias,24,2,29510.0
180,2020-01-01,Apt181,apartamento,39,494.66,True,0,494.66,33048.31668725768,0.0,1,0.9666666666666668,Bruno Novais,57,2,9823.68
181,2020-01-01,Apt182,apartamento,39,590.21,True,0,590.21,33048.31668725768,0.0,1,0.9166666666666666,Dra. Luana Peixoto,32,2,5885.5
182,2020-01-01,Apt183,apartamento,44,557.58,True,0,557.58,33048.31668725768,0.0,1,0.95,Maysa Vargas,66,2,6899.83
183,2020-01-01,Apt184,apartamento,44,494.26,True,0,494.26,33048.31668725768,0.0,1,0.9166666666666666,Ravi Lucca Novaes,75,1,10176.31
184,2020-01-01,Apt185,apartamento,39,575.36,True,0,575.36,33048.31668725768,0.0,1,0.95,Dra. Laura da Paz,47,1,23463.44
